benchmark_algorithm,benchmark_date,run_timestamp_utc,commit,git_dirty,binary_sha256,memory_binary_sha256,hardware,operating_system,cargo_profile,cargo_features,threads,measured_runs,warmup_runs,field_modulus,ligerito_hash,ligerito_inverse_rate,ligerito_initial_k,allocator_instrumentation,root_seed,pass,order,strategy,reduction_backend,exponent,multiplications,r1cs_rows,multiplications_per_row,r1cs_columns,r1cs_nnz,integer_witness_values,compact_witness_bits,compact_witness_bytes,prove_ms,spartan_prove_ms,historical_spartan_prove_ms,historical_15pct_target_ms,spartan_outer_ms,spartan_bind_ms,spartan_inner_ms,bitify_prove_ms,f2z_prove_ms,verify_ms,spartan_verify_ms,bitify_verify_ms,f2z_verify_ms,spartan_proof_payload_bytes,f2z_proof_bytes,peak_heap_mib,live_before_prove_mib,memory_order,shape_seed,verified_samples,all_samples_passed
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,delayed-barrett,barrett,18,262144,262144,1,1048576,786432,1048576,33554432,4194304,152.108000000,33.846375000,91.394200,77.685070,7.087458000,11.860292000,14.232834000,22.261292000,96.411500000,55.664625000,26.853333000,22.276292000,6.672375000,2160,166320,235.360416,67.345875,2,0x4ad5bd678650b91e,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,18,262144,262144,1,1048576,786432,1048576,33554432,4194304,158.540667000,46.176875000,91.394200,77.685070,12.057959000,11.532541000,18.109833000,21.906500000,90.619041000,54.857791000,25.504917000,21.787750000,6.879625000,2160,166320,235.360416,67.345875,3,0x4ad5bd678650b91e,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,immediate,immediate,19,524288,524288,1,2097152,1572864,2097152,67108864,8388608,515.290833000,160.977750000,179.260000,152.371000,16.364666000,23.567167000,23.093083000,43.836292000,186.108208000,103.824334000,51.834000000,43.453375000,8.721750000,2272,187908,614.610757,134.595142,1,0xeb2d3aa907eb35eb,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,delayed-barrett,barrett,19,524288,524288,1,2097152,1572864,2097152,67108864,8388608,318.044833000,74.955500000,179.260000,152.371000,16.395667000,23.324625000,36.923667000,43.378083000,188.753000000,104.434708000,51.591125000,43.756375000,8.525125000,2272,187908,470.610500,134.595142,2,0xeb2d3aa907eb35eb,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,19,524288,524288,1,2097152,1572864,2097152,67108864,8388608,324.524625000,88.505375000,179.260000,152.371000,25.325875000,23.456000000,39.048667000,43.861334000,188.888917000,104.344542000,52.127500000,43.669167000,8.516333000,2272,187908,470.610500,134.595142,3,0xeb2d3aa907eb35eb,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,immediate,immediate,20,1048576,1048576,1,4194304,3145728,4194304,134217728,16777216,897.843917000,303.511125000,403.957800,343.364130,27.020458000,46.586875000,53.675625000,43.632792000,324.783250000,155.326500000,102.734667000,43.655750000,9.143458000,2384,206864,1229.123666,269.107288,1,0x0966b01084bdb1c0,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,delayed-barrett,barrett,20,1048576,1048576,1,4194304,3145728,4194304,134217728,16777216,498.070708000,119.374958000,403.957800,343.364130,25.056667000,46.882959000,49.199792000,43.833750000,333.346083000,156.442209000,103.109041000,43.828583000,9.084084000,2384,206864,941.123409,269.107288,2,0x0966b01084bdb1c0,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,20,1048576,1048576,1,4194304,3145728,4194304,134217728,16777216,547.087917000,170.715500000,403.957800,343.364130,44.699083000,46.384666000,79.346750000,43.454250000,336.985583000,156.162250000,102.781250000,43.575583000,9.658041000,2384,206864,941.123409,269.107288,3,0x0966b01084bdb1c0,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,immediate,immediate,21,2097152,2097152,1,8388608,6291456,8388608,268435456,33554432,1826.859333000,604.789834000,802.512500,682.135625,61.415917000,92.755958000,78.765792000,86.343209000,615.034500000,306.651041000,205.489291000,86.223792000,14.567750000,2496,222292,2458.126110,538.107777,1,0xafbfce5a04702ddd,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,delayed-barrett,barrett,21,2097152,2097152,1,8388608,6291456,8388608,268435456,33554432,952.299292000,213.288125000,802.512500,682.135625,41.068541000,93.057708000,77.632791000,86.790958000,625.544084000,306.922458000,205.305458000,86.728000000,14.575666000,2496,222292,1882.124660,538.107777,2,0xafbfce5a04702ddd,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,21,2097152,2097152,1,8388608,6291456,8388608,268435456,33554432,1019.696167000,308.472292000,802.512500,682.135625,80.618042000,93.484084000,134.481916000,86.740667000,625.792333000,307.055292000,205.490792000,86.603542000,14.553667000,2496,222292,1882.124660,538.107777,3,0xafbfce5a04702ddd,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,immediate,immediate,22,4194304,4194304,1,16777216,12582912,16777216,536870912,67108864,3296.414875000,1128.133542000,1719.153500,1461.280475,129.325625000,183.432792000,147.625542000,86.141458000,1198.566292000,504.116458000,403.252583000,86.212167000,14.429250000,2608,260308,4916.149998,1076.130848,1,0xcdf7479d850aa9aa,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,delayed-barrett,barrett,22,4194304,4194304,1,16777216,12582912,16777216,536870912,67108864,1781.546625000,432.576625000,1719.153500,1461.280475,83.293334000,186.171583000,160.748833000,87.472500000,1260.749541000,518.284250000,411.995958000,88.133084000,14.677625000,2608,260308,3764.148548,1076.130848,2,0xcdf7479d850aa9aa,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,22,4194304,4194304,1,16777216,12582912,16777216,536870912,67108864,1958.080000000,645.910666000,1719.153500,1461.280475,197.961833000,184.315583000,265.471542000,87.078292000,1218.008416000,517.321125000,413.762208000,86.721334000,14.791250000,2608,260308,3764.148548,1076.130848,3,0xcdf7479d850aa9aa,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,immediate,immediate,23,8388608,8388608,1,33554432,25165824,33554432,1073741824,134217728,7798.368459000,2521.979250000,3547.512100,3015.385285,271.050917000,372.053625000,397.657000000,172.553541000,3284.639916000,1159.796125000,905.140291000,173.999250000,25.147833000,2720,275296,9832.149812,2152.131092,1,0x63c8ddc71add2587,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,delayed-barrett,barrett,23,8388608,8388608,1,33554432,25165824,33554432,1073741824,134217728,4384.364208000,959.162292000,3547.512100,3015.385285,169.346666000,377.364000000,406.145459000,173.602208000,3114.953417000,1063.150458000,857.050167000,173.788375000,24.501292000,2720,275296,7528.149555,2152.131092,2,0x63c8ddc71add2587,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,23,8388608,8388608,1,33554432,25165824,33554432,1073741824,134217728,4580.808708000,1346.175667000,3547.512100,3015.385285,322.075875000,374.942917000,637.702792000,174.039833000,3047.652292000,1045.396459000,842.751916000,174.437834000,23.977750000,2720,275296,7528.149555,2152.131092,3,0x63c8ddc71add2587,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,2,immediate,immediate,24,16777216,16777216,1,67108864,50331648,67108864,2147483648,268435456,21921.316709000,9585.150542000,9870.229900,8389.695415,505.143416000,1074.774083000,3349.006959000,174.377333000,6728.031209000,2582.670250000,2384.771416000,171.814416000,25.374625000,2832,321900,19664.198670,4304.179188,1,0x80005b0e9b97a19c,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,1,delayed-barrett,barrett,24,16777216,16777216,1,67108864,50331648,67108864,2147483648,268435456,10487.848791000,3201.899750000,9870.229900,8389.695415,470.754208000,1123.082208000,1600.847792000,175.156833000,6622.485541000,2836.482667000,2633.925000000,174.948958000,26.175083000,2832,321900,15056.198414,4304.179188,2,0x80005b0e9b97a19c,5,true
u32 x u32 -> u64 Spartan PIOP + F2Z,2026-08-27,2026-08-27T14:40:42Z,669fed1731d7f1dcb7ecabd71735b7cdbb4e1636,true,9c66b368c5597d5ec38f1dede7ecdbf0e7c271fd549bddb5cb4e8b0b2c3b80a6,36d0b1f57d820b26ea77464355395b726eba7cdb58bfcaeaa021e8e687fd331e,Apple M1 Max,Darwin 25.5.0 arm64,bench,unchecked,10,5,1,2^100-15,SHA-256,1/2,4,absent_in_latency_binary;shared_atomic_peak_allocator_in_memory_binary,0x5533326d756c0064,latency,3,delayed-crypto-bigint,crypto-bigint,24,16777216,16777216,1,67108864,50331648,67108864,2147483648,268435456,8659.184458000,2986.099500000,9870.229900,8389.695415,655.823708000,1049.428292000,1285.640958000,174.592792000,5457.957209000,2259.040542000,2058.921000000,173.993667000,25.942333000,2832,321900,15056.198414,4304.179188,3,0x80005b0e9b97a19c,5,true
