session,variant,bits,protocol,rows,threads,samples,baseline_ms,current_ms,baseline_p10_ms,baseline_p90_ms,current_p10_ms,current_p90_ms,saved_percent,proof_digest
1,generic,64,skip-4,32768,10,21,12.323708,5.001084,12.237792,12.479334,4.991292,5.050083,59.4189995413718,d64beba41c38404abc826195172cab7c131db319fdcef14ab98fb5f00b05f883
1,generic,64,skip-4,131072,10,21,48.422,19.986,48.184375,48.802,19.935,20.03275,58.725372764445915,f06f0f159874890eb46989ad0c9ae68cc4528f7d577733301fafa87c6ffb5d7d
1,generic,64,skip-4,524288,10,21,190.893667,78.439375,189.806667,193.075542,78.345583,78.809625,58.90938854456602,506b4fd8679db82a35cf6c623e62cf3a89648453a8bebd5b4c5c1f87245f9376
1,generic,128,ordinary,4096,10,21,0.446291,0.560916,0.4455,0.450666,0.557833,0.581083,-25.683914755170957,3860bdf1412a5a655f6de624b1994ee21d22292a7d46778f2932a818429a596e
1,generic,128,ordinary,32768,10,21,1.049459,1.360209,1.003125,1.090334,1.282667,1.4365,-29.610494550049115,a96a090967fe2638817f1c53186a2a00adc1d5aead5bc7f59a0eded2901e5ec8
1,generic,128,ordinary,131072,10,21,2.670792,3.219083,2.5955,2.737625,3.154875,3.365292,-20.529153898918384,f3d72ff37620cf0c0f29913623d58fb3ae8776b8be46bc311b31acc59f781733
1,generic,128,ordinary,524288,10,21,7.883833,10.760458,7.667166,8.171667,10.19275,11.557042,-36.48764503256221,5ab4415f9d5b54932067c540b9de0cfe3e6fc8299dc6b86a452033d7b7d9c7fe
1,generic,128,skip-1,4096,10,21,0.655458,0.589375,0.603584,0.767792,0.586583,0.595459,10.081957959167486,f53debd043f5cd148016d7e8bc943964d989fbe75ad986360d1db4aaa531e62f
1,generic,128,skip-1,32768,10,21,2.822834,4.042292,2.789375,2.970459,4.01675,4.089791,-43.19977724513733,8c84bbfcae85b0385321c4a33a1bf9c4bc9bda8558664d6100f8c578e473da45
1,generic,128,skip-1,131072,10,21,9.250667,14.821,9.052916,9.485583,14.746792,15.094042,-60.215474192293385,a0b38472f3348d53248138779ece06dc1f1918ba18639866fdd52fa1fe6d1f09
1,generic,128,skip-1,524288,10,21,33.92625,57.437667,33.641792,34.265333,57.314292,57.653334,-69.30154968497844,2842ea026d647882e4280539da402e49979f58264e67fd0a6cffc7ab52c4a562
1,generic,128,skip-2,4096,10,21,0.745083,0.693416,0.718167,0.879708,0.671625,0.698875,6.934395228451063,9de8cade6392d7a181c4462ca5560f6b0fcfeb0bd77da9abf84d4120469ada3f
1,generic,128,skip-2,32768,10,21,4.284042,5.26075,4.07675,4.457875,5.216583,5.427541,-22.798749405351295,af2556b54ae38f57835a239cb5074dab84c6a39edd717b910e9d651edbeb4634
1,generic,128,skip-2,131072,10,21,14.517458,19.92725,14.334375,14.6935,19.82,20.103125,-37.26404443532745,83366a3179fca832ae5965d207b5768b934b2c2db8784f84862f4c2d6afe0ba4
